film_id,category_id,last_update
823,1,2006-02-15 05:07:00
824,8,2006-02-15 05:07:00
825,1,2006-02-15 05:07:00
826,16,2006-02-15 05:07:00
827,7,2006-02-15 05:07:00
828,4,2006-02-15 05:07:00
829,8,2006-02-15 05:07:00
830,11,2006-02-15 05:07:00
831,14,2006-02-15 05:07:00
832,8,2006-02-15 05:07:00
833,3,2006-02-15 05:07:00
834,6,2006-02-15 05:07:00
835,10,2006-02-15 05:07:00
836,15,2006-02-15 05:07:00
837,5,2006-02-15 05:07:00
838,1,2006-02-15 05:07:00
839,14,2006-02-15 05:07:00
840,10,2006-02-15 05:07:00
841,15,2006-02-15 05:07:00
842,10,2006-02-15 05:07:00
843,4,2006-02-15 05:07:00
844,15,2006-02-15 05:07:00
845,9,2006-02-15 05:07:00
846,13,2006-02-15 05:07:00
847,13,2006-02-15 05:07:00
848,16,2006-02-15 05:07:00
849,2,2006-02-15 05:07:00
850,1,2006-02-15 05:07:00
851,15,2006-02-15 05:07:00
852,3,2006-02-15 05:07:00
853,3,2006-02-15 05:07:00
854,11,2006-02-15 05:07:00
855,6,2006-02-15 05:07:00
856,11,2006-02-15 05:07:00
857,5,2006-02-15 05:07:00
858,5,2006-02-15 05:07:00
859,2,2006-02-15 05:07:00
860,14,2006-02-15 05:07:00
861,10,2006-02-15 05:07:00
862,4,2006-02-15 05:07:00
863,14,2006-02-15 05:07:00
864,3,2006-02-15 05:07:00
865,2,2006-02-15 05:07:00
866,8,2006-02-15 05:07:00
867,8,2006-02-15 05:07:00
868,16,2006-02-15 05:07:00
869,1,2006-02-15 05:07:00
870,11,2006-02-15 05:07:00
871,5,2006-02-15 05:07:00
872,16,2006-02-15 05:07:00
873,3,2006-02-15 05:07:00
874,4,2006-02-15 05:07:00
875,15,2006-02-15 05:07:00
876,11,2006-02-15 05:07:00
877,12,2006-02-15 05:07:00
878,16,2006-02-15 05:07:00
879,12,2006-02-15 05:07:00
880,2,2006-02-15 05:07:00
881,11,2006-02-15 05:07:00
882,7,2006-02-15 05:07:00
883,3,2006-02-15 05:07:00
884,12,2006-02-15 05:07:00
885,11,2006-02-15 05:07:00
886,2,2006-02-15 05:07:00
887,2,2006-02-15 05:07:00
888,6,2006-02-15 05:07:00
889,3,2006-02-15 05:07:00
890,15,2006-02-15 05:07:00
891,4,2006-02-15 05:07:00
892,2,2006-02-15 05:07:00
893,14,2006-02-15 05:07:00
894,16,2006-02-15 05:07:00
895,4,2006-02-15 05:07:00
896,3,2006-02-15 05:07:00
897,7,2006-02-15 05:07:00
898,15,2006-02-15 05:07:00
899,4,2006-02-15 05:07:00
900,9,2006-02-15 05:07:00
901,2,2006-02-15 05:07:00
902,15,2006-02-15 05:07:00
903,16,2006-02-15 05:07:00
904,11,2006-02-15 05:07:00
905,5,2006-02-15 05:07:00
906,5,2006-02-15 05:07:00
907,7,2006-02-15 05:07:00
908,9,2006-02-15 05:07:00
909,11,2006-02-15 05:07:00
910,7,2006-02-15 05:07:00
911,1,2006-02-15 05:07:00
912,14,2006-02-15 05:07:00
913,13,2006-02-15 05:07:00
914,16,2006-02-15 05:07:00
915,1,2006-02-15 05:07:00
916,2,2006-02-15 05:07:00
917,15,2006-02-15 05:07:00
918,3,2006-02-15 05:07:00
919,10,2006-02-15 05:07:00
920,13,2006-02-15 05:07:00
921,12,2006-02-15 05:07:00
922,11,2006-02-15 05:07:00
923,7,2006-02-15 05:07:00
924,14,2006-02-15 05:07:00
925,6,2006-02-15 05:07:00
926,6,2006-02-15 05:07:00
927,1,2006-02-15 05:07:00
928,3,2006-02-15 05:07:00
929,9,2006-02-15 05:07:00
930,14,2006-02-15 05:07:00
931,16,2006-02-15 05:07:00
932,5,2006-02-15 05:07:00
933,13,2006-02-15 05:07:00
934,10,2006-02-15 05:07:00
935,13,2006-02-15 05:07:00
936,12,2006-02-15 05:07:00
937,13,2006-02-15 05:07:00
938,5,2006-02-15 05:07:00
939,5,2006-02-15 05:07:00
940,15,2006-02-15 05:07:00
941,10,2006-02-15 05:07:00
942,7,2006-02-15 05:07:00
943,6,2006-02-15 05:07:00
944,7,2006-02-15 05:07:00
945,6,2006-02-15 05:07:00
946,8,2006-02-15 05:07:00
947,9,2006-02-15 05:07:00
948,13,2006-02-15 05:07:00
949,10,2006-02-15 05:07:00
950,4,2006-02-15 05:07:00
951,4,2006-02-15 05:07:00
952,6,2006-02-15 05:07:00
953,2,2006-02-15 05:07:00
954,13,2006-02-15 05:07:00
955,3,2006-02-15 05:07:00
956,10,2006-02-15 05:07:00
957,9,2006-02-15 05:07:00
958,7,2006-02-15 05:07:00
959,3,2006-02-15 05:07:00
960,6,2006-02-15 05:07:00
961,9,2006-02-15 05:07:00
962,4,2006-02-15 05:07:00
963,2,2006-02-15 05:07:00
964,1,2006-02-15 05:07:00
965,11,2006-02-15 05:07:00
966,6,2006-02-15 05:07:00
967,14,2006-02-15 05:07:00
968,1,2006-02-15 05:07:00
969,7,2006-02-15 05:07:00
970,4,2006-02-15 05:07:00
971,9,2006-02-15 05:07:00
972,14,2006-02-15 05:07:00
973,6,2006-02-15 05:07:00
974,13,2006-02-15 05:07:00
975,8,2006-02-15 05:07:00
976,10,2006-02-15 05:07:00
977,16,2006-02-15 05:07:00
978,5,2006-02-15 05:07:00
979,7,2006-02-15 05:07:00
980,12,2006-02-15 05:07:00
981,16,2006-02-15 05:07:00
982,1,2006-02-15 05:07:00
983,12,2006-02-15 05:07:00
984,9,2006-02-15 05:07:00
985,14,2006-02-15 05:07:00
986,2,2006-02-15 05:07:00
987,12,2006-02-15 05:07:00
988,16,2006-02-15 05:07:00
989,16,2006-02-15 05:07:00
990,11,2006-02-15 05:07:00
991,1,2006-02-15 05:07:00
992,6,2006-02-15 05:07:00
993,3,2006-02-15 05:07:00
994,13,2006-02-15 05:07:00
995,11,2006-02-15 05:07:00
996,6,2006-02-15 05:07:00
997,12,2006-02-15 05:07:00
998,11,2006-02-15 05:07:00
999,3,2006-02-15 05:07:00
1000,5,2006-02-15 05:07:00
