city_id,city,country_id,last_update,Country
494,Southampton,102,2006-02-15 04:45:00,United Kingdom
495,Southend-on-Sea,102,2006-02-15 04:45:00,United Kingdom
496,Southport,102,2006-02-15 04:45:00,United Kingdom
497,Springs,85,2006-02-15 04:45:00,South Africa
498,Stara Zagora,17,2006-02-15 04:45:00,Bulgaria
499,Sterling Heights,103,2006-02-15 04:45:00,United States
500,Stockport,102,2006-02-15 04:45:00,United Kingdom
501,Sucre,14,2006-02-15 04:45:00,Bolivia
502,Suihua,23,2006-02-15 04:45:00,China
503,Sullana,74,2006-02-15 04:45:00,Peru
504,Sultanbeyli,97,2006-02-15 04:45:00,Turkey
505,Sumqayit,10,2006-02-15 04:45:00,Azerbaijan
506,Sumy,100,2006-02-15 04:45:00,Ukraine
507,Sungai Petani,59,2006-02-15 04:45:00,Malaysia
508,Sunnyvale,103,2006-02-15 04:45:00,United States
509,Surakarta,45,2006-02-15 04:45:00,Indonesia
510,Syktyvkar,80,2006-02-15 04:45:00,Russian Federation
511,Syrakusa,49,2006-02-15 04:45:00,Italy
512,Székesfehérvár,43,2006-02-15 04:45:00,Hungary
513,Tabora,93,2006-02-15 04:45:00,Tanzania
514,Tabriz,46,2006-02-15 04:45:00,Iran
515,Tabuk,82,2006-02-15 04:45:00,Saudi Arabia
516,Tafuna,3,2006-02-15 04:45:00,American Samoa
517,Taguig,75,2006-02-15 04:45:00,Philippines
518,Taizz,107,2006-02-15 04:45:00,Yemen
519,Talavera,75,2006-02-15 04:45:00,Philippines
520,Tallahassee,103,2006-02-15 04:45:00,United States
521,Tama,50,2006-02-15 04:45:00,Japan
522,Tambaram,44,2006-02-15 04:45:00,India
523,Tanauan,75,2006-02-15 04:45:00,Philippines
524,Tandil,6,2006-02-15 04:45:00,Argentina
525,Tangail,12,2006-02-15 04:45:00,Bangladesh
526,Tanshui,92,2006-02-15 04:45:00,Taiwan
527,Tanza,75,2006-02-15 04:45:00,Philippines
528,Tarlac,75,2006-02-15 04:45:00,Philippines
529,Tarsus,97,2006-02-15 04:45:00,Turkey
530,Tartu,30,2006-02-15 04:45:00,Estonia
531,Tšeboksary,80,2006-02-15 04:45:00,Russian Federation
532,Tegal,45,2006-02-15 04:45:00,Indonesia
533,Tel Aviv-Jaffa,48,2006-02-15 04:45:00,Israel
534,Tete,63,2006-02-15 04:45:00,Mozambique
535,Tianjin,23,2006-02-15 04:45:00,China
536,Tiefa,23,2006-02-15 04:45:00,China
537,Tieli,23,2006-02-15 04:45:00,China
538,Tokat,97,2006-02-15 04:45:00,Turkey
539,Tonghae,86,2006-02-15 04:45:00,South Korea
540,Tongliao,23,2006-02-15 04:45:00,China
541,Torreón,60,2006-02-15 04:45:00,Mexico
542,Touliu,92,2006-02-15 04:45:00,Taiwan
543,Toulon,34,2006-02-15 04:45:00,France
544,Toulouse,34,2006-02-15 04:45:00,France
545,Tórshavn,32,2006-02-15 04:45:00,Faroe Islands
546,Tsaotun,92,2006-02-15 04:45:00,Taiwan
547,Tsuyama,50,2006-02-15 04:45:00,Japan
548,Tuguegarao,75,2006-02-15 04:45:00,Philippines
549,Tychy,76,2006-02-15 04:45:00,Poland
550,Udaipur,44,2006-02-15 04:45:00,India
551,Udine,49,2006-02-15 04:45:00,Italy
552,Ueda,50,2006-02-15 04:45:00,Japan
553,Uijongbu,86,2006-02-15 04:45:00,South Korea
554,Uluberia,44,2006-02-15 04:45:00,India
555,Urawa,50,2006-02-15 04:45:00,Japan
556,Uruapan,60,2006-02-15 04:45:00,Mexico
557,Usak,97,2006-02-15 04:45:00,Turkey
558,Usolje-Sibirskoje,80,2006-02-15 04:45:00,Russian Federation
559,Uttarpara-Kotrung,44,2006-02-15 04:45:00,India
560,Vaduz,55,2006-02-15 04:45:00,Liechtenstein
561,Valencia,104,2006-02-15 04:45:00,Venezuela
562,Valle de la Pascua,104,2006-02-15 04:45:00,Venezuela
563,Valle de Santiago,60,2006-02-15 04:45:00,Mexico
564,Valparai,44,2006-02-15 04:45:00,India
565,Vancouver,20,2006-02-15 04:45:00,Canada
566,Varanasi (Benares),44,2006-02-15 04:45:00,India
567,Vicente López,6,2006-02-15 04:45:00,Argentina
568,Vijayawada,44,2006-02-15 04:45:00,India
569,Vila Velha,15,2006-02-15 04:45:00,Brazil
570,Vilnius,56,2006-02-15 04:45:00,Lithuania
571,Vinh,105,2006-02-15 04:45:00,Vietnam
572,Vitória de Santo Antão,15,2006-02-15 04:45:00,Brazil
573,Warren,103,2006-02-15 04:45:00,United States
574,Weifang,23,2006-02-15 04:45:00,China
575,Witten,38,2006-02-15 04:45:00,Germany
576,Woodridge,8,2006-02-15 04:45:00,Australia
577,Wroclaw,76,2006-02-15 04:45:00,Poland
578,Xi´angfan,23,2006-02-15 04:45:00,China
579,Xi´angtan,23,2006-02-15 04:45:00,China
580,Xintai,23,2006-02-15 04:45:00,China
581,Xinxiang,23,2006-02-15 04:45:00,China
582,Yamuna Nagar,44,2006-02-15 04:45:00,India
583,Yangor,65,2006-02-15 04:45:00,Nauru
584,Yantai,23,2006-02-15 04:45:00,China
585,Yaoundé,19,2006-02-15 04:45:00,Cameroon
586,Yerevan,7,2006-02-15 04:45:00,Armenia
587,Yinchuan,23,2006-02-15 04:45:00,China
588,Yingkou,23,2006-02-15 04:45:00,China
589,York,102,2006-02-15 04:45:00,United Kingdom
590,Yuncheng,23,2006-02-15 04:45:00,China
591,Yuzhou,23,2006-02-15 04:45:00,China
592,Zalantun,23,2006-02-15 04:45:00,China
593,Zanzibar,93,2006-02-15 04:45:00,Tanzania
594,Zaoyang,23,2006-02-15 04:45:00,China
595,Zapopan,60,2006-02-15 04:45:00,Mexico
596,Zaria,69,2006-02-15 04:45:00,Nigeria
597,Zeleznogorsk,80,2006-02-15 04:45:00,Russian Federation
598,Zhezqazghan,51,2006-02-15 04:45:00,Kazakstan
599,Zhoushan,23,2006-02-15 04:45:00,China
600,Ziguinchor,83,2006-02-15 04:45:00,Senegal
